disease_id,disease_name,disease_link,disease_img,symptoms,symptom_ids,related_diseases,related_disease_ids,department,synonyms
33469,비장암(Spleen Cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33469,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003733,"비정상적 질출혈, 열","SS000453,SS000684",진행성 위암,31669,"종양내과, 
																간담도췌외과, 
																신ㆍ췌장이식외과",
30458,비호지킨 림프종(Non-Hodgkin lymphoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30458,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003969,"체중감소, 피부소양감, 덩어리가 만져짐, 열, 발한, 피로감","SS000712,SS000740,SS000438,SS000684,SS000650,SS000723","림프종, 호지킨 림프종","30904,30471","종양내과, 
																혈액내과, 
																방사선종양학과, 
																소아청소년종양혈액과",비호지킨병
30901,뼈의 신생물(Neoplasm of the bone),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30901,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004105,"종양부위 부종, 암 부위별로 다름, 덩어리가 만져짐","SS000708,SS000105,SS000438","폐암, 유방암, 내연골종, 골육종, 전이 암","30468,30472,31739,31706,32010","종양내과, 
																소아청소년종양혈액과, 
																정형외과","골종양,뼈종양"
32560,상대정맥 증후군(Superior vena cava Syndrome),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32560,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004130,"사지 부종, 기침, 호흡곤란, 가슴 통증, 삼키기 곤란, 청색증, 경정맥 확장","SS000771,SS000868,SS000908,SS000862,SS000352,SS000834,SS000343","폐암, 비소세포성 폐암, 폐 전이, 림프종, 소세포성 폐암","30468,30469,32012,30904,30470","종양내과, 
																심장혈관흉부외과",SVC Syndrome
31119,생식선 및 생식 세포의 신생물(Gonadal and germ cell neoplasma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31119,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004118,"오심, 감기 증상, 배뇨 시 통증, 덩어리가 만져짐, 변비, 두통, 뇌압상승증상, 배뇨장애, 경련, 구토","SS000416,SS000594,SS000449,SS000438,SS000525,SS000284,SS000280,SS000010,SS000598,SS000386","만성 B형 간염, 만성 C형 간염, 급성 C형 간염, 융모막암종, 급성 B형 간염, 난소암","31680,31682,32096,31930,32095,31820","종양내과, 
																방사선종양학과, 
																소아청소년종양혈액과","Germ cell tumor,생식세포종,생식세포종양"
30470,소세포성 폐암(Small cell lung cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30470,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004123,"천명음, 객혈, 기침","SS000897,SS000863,SS000868","폐암, 비소세포성 폐암, 카르시노이드 증후군, 폐 전이","30468,30469,32189,32012","종양내과, 
																호흡기내과, 
																방사선종양학과, 
																심장혈관흉부외과",소세포폐암
31043,소적혈구빈혈(Microcytic anemia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31043,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004087,"가슴 통증, 간비대, 피로감, 비장비대, 스푼형 손톱, 두통, 호흡곤란, 식욕부진, 어지러움, 창백","SS000862,SS000384,SS000723,SS000405,SS000505,SS000284,SS000908,SS000103,SS000737,SS000833","철결핍빈혈, 거대적혈모구빈혈, 지중해빈혈","31629,31044,31794",,소구성빈혈
31788,순수적혈구무형성(Pure red cell aplasia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31788,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004408,"운동 시 호흡곤란, 창백, 호흡곤란, 피로감, 빈혈, 두통, 어지러움, 신경과민, 구강궤양, 식욕부진","SS000892,SS000833,SS000908,SS000723,SS000654,SS000284,SS000737,SS000671,SS000554,SS000103","백혈병, 자가면역 질환, 신부전","30895,32131,31798","혈액내과, 
																소아청소년종양혈액과","순적혈구 무형성증,순적혈구무형성,순적혈구빈혈,적모구감소증,순수 적혈구 무형성증"
32044,식도암(Esophageal cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32044,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003963,"기침, 체중감소, 토혈, 목소리 변화, 삼키기 곤란, 구토","SS000868,SS000712,SS000432,SS000348,SS000352,SS000386",바렛 식도,31681,"소화기내과, 
																종양내과, 
																영상의학과, 
																방사선종양학과, 
																신경외과, 
																이비인후과, 
																심장혈관흉부외과, 
																위장관외과",식도암종
31037,신경모세포종(Neuroblastoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31037,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004157,"빈맥, 안면홍조, 호흡곤란, 보챔, 축 늘어짐, 발한, 체중감소, 하지부종, 얼굴부종, 복부팽만감","SS000874,SS000305,SS000908,SS000653,SS000715,SS000650,SS000712,SS000251,SS000310,SS000402","유잉육종, 부신 종양, 림프종, 터너 증후군, 비호지킨 림프종, 횡문근육종","32455,31616,30904,32420,30458,31710","방사선종양학과, 
																소아청소년종양혈액과, 
																소아외과",신경모세포종
31050,신생아 다혈구증(Polycythemia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31050,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004138,"빈맥, 심부전, 무호흡, 호흡곤란, 안면홍조, 저혈당, 혈소판감소, 빈뇨, 기민상태, 경련, 청색증","SS000874,SS000884,SS000870,SS000908,SS000305,SS000700,SS000724,SS000015,SS000268,SS000598,SS000834","저칼슘혈증, 갑상선기능항진증, 선천성 부신과다 형성증, 임신성 당뇨병, 다태아","32305,32287,32346,31837,31834",,"Polycythemia neonatorum,신생아 적혈구증가증"
30628,신세포암종(Renal cell carcinoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30628,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004101,"옆구리 통증, 혈뇨","SS000415,SS000042","신장의 신생물, 신우요관암, 방광암, 신우요관 폐색, 신우요관암의 전이, 전이성 신장암, 낭성 신장 질환","31038,30657,30649,32207,32018,32016,31977","종양내과, 
																방사선종양학과, 
																비뇨의학과","renal cancer,신세포암,신장암"
30657,신우요관암(Renal pelvis cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30657,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004224,"요통, 옆구리 통증, 혈뇨","SS000259,SS000415,SS000042","수신증, 방광암, 신세포암종","32192,30649,30628","가정의학과, 
																종양내과, 
																비뇨의학과",신우뇨관암
31038,신장의 신생물(Neoplasm of the kidney),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31038,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004125,복부팽만감,SS000402,"신세포암종, 낭성 신장 질환, 전이성 신장암","30628,31977,32016","신장내과, 
																비뇨의학과",신장종양
31785,아밀로이드증(Amyloidosis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31785,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004421,"삼키기 곤란, 치매, 부정맥, 기억장애, 발진, 관절통, 무감각, 신부전, 감각 이상, 설사, 위장관 출혈, 심부전, 변비, 간비대, 호흡곤란, 비장비대, 출혈 경향성, 피로감, 무증상, 체중감소","SS000352,SS000328,SS000872,SS000269,SS000810,SS000779,SS000766,SS000672,SS000593,SS000527,SS000421,SS000884,SS000525,SS000384,SS000908,SS000405,SS000716,SS000723,SS000077,SS000712","다발골수종, 부정맥, 치매, 류마티스 관절염, 혈관성 치매","30474,30298,31575,30822,32001","심장내과, 
																종양내과, 
																혈액내과","유녹말증,유전분증"
30457,악성 종격동 종양(Malignant mediastinal tumor),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30457,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003931,"기침, 무증상, 열, 가슴 통증","SS000868,SS000077,SS000684,SS000862","종격동염, 양성 종격동 종양","32514,30456","종양내과, 
																방사선종양학과, 
																소아청소년종양혈액과, 
																심장혈관흉부외과, 
																암병원","종격동 악성종양,종격동 암"
32113,악성 중피종(Malignant mesothelioma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32113,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004036,"피로감, 체중감소, 호흡곤란, 기침, 가슴 통증, 방사통, 목소리 변화","SS000723,SS000712,SS000908,SS000868,SS000862,SS000768,SS000348","폐암, 비소세포성 폐암, 진폐증, 소세포성 폐암","30468,30469,32499,30470","종양내과, 
																방사선종양학과",
32014,악성 흉막 삼출(Malignant pleural effusion),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32014,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004510,"불안, 호흡곤란, 기침, 가슴 통증","SS000081,SS000908,SS000868,SS000862","폐 전이, 소세포성 폐암, 유방암, 비소세포성 폐암, 림프종, 폐암","32012,30470,30472,30469,30904,30468","종양내과, 
																호흡기내과",
32475,악성 흑색종(Malignant melanoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32475,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004646,점 안에 다른 색 피부,SS000829,"상피내 신생물, 기저세포 암종","32473,32466","종양내과, 
																방사선종양학과, 
																성형외과, 
																정형외과, 
																피부과, 
																피부암센터, 
																암병원","멜라노마,악성 멜라노마,악성 흑색점,흑색종,흑색종증"
32136,안암(eye cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32136,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004612,"종양부위 부종, 눈의 충혈","SS000708,SS000186","악성 흑색종, 맥락막 흑색종, 망막아세포종, 기저세포 암종","32475,32234,31139,32466","종양내과, 
																방사선종양학과, 
																안과, 
																암병원","눈암,안구암,눈의 악성 종양"
30456,양성 종격동 종양(Benign mediastinal tumor),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30456,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003947,"가슴 통증, 기침, 무증상, 천명음, 호흡곤란, 목소리 변화, 삼키기 곤란","SS000862,SS000868,SS000077,SS000897,SS000908,SS000348,SS000352","림프종, 악성 종격동 종양","30904,30457",심장혈관흉부외과,"종격동 양성종양,종격동 종양"
32616,연부조직 육종(Soft tissue sarcoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32616,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004021,"무증상, 덩어리가 만져짐","SS000077,SS000438","횡문근육종, 카포시 육종, 골육종, 육종, 유잉육종","31710,32120,31706,30473,32455","종양내과, 
																방사선종양학과, 
																성형외과, 
																소아청소년종양혈액과, 
																정형외과, 
																암병원",
32020,연부조직 전이(Soft tissue metastatic),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32020,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004052,"종양부위 부종, 암 부위별로 다름","SS000708,SS000105","항문암, 담관암, 대장암, 담낭암, 간세포암, 췌장암, 식도암, 직장암, 위암, 폐암, 비소세포성 폐암, 소세포성 폐암, 유방암, 간 전이, 바터 팽대부 암, 전립선암, 신세포암종, 방광암, 신우요관암, 피부암, 갑상선암, 부신암, 진행성 위암, 조기 위암, 소장암, 자궁경부암, 자궁내막암, 난소암, 자궁 상피 내 암종, 후두암, 전이 암, 폐 전이, 췌장 전이암, 전이성 신장암, 신우요관암의 전이, 융모막암종, 갑상선 여포암, 갑상선 수질암, 갑상선 미분화암, 기저세포 암종, 충수암, 안암, 흉선암, 구강암, 타액선암, 척수 종양, 직장 유암종, 위 유암종, 편도암, 원발부위 불명암, 음경암, 부갑상선암, 비장암, 유방 상피내암, 혈액암, 갑상선 유두암, 질암, 외음부암, 두경부암","30459,30460,30461,30462,30463,32077,32044,30466,30467,30468,30469,30470,30472,30475,30479,30618,30628,30649,30657,31545,31594,31619,31669,31683,31688,31818,31819,31820,31821,31961,32010,32012,32015,32016,32018,31930,32286,32288,32290,32466,32138,32136,32278,32564,32563,32741,32853,32856,32859,33389,33392,33395,33469,33483,33489,33555,33580,33588,33914","종양내과, 
																방사선종양학과",연조직 전이
31048,용혈빈혈(Hemolytic anemia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31048,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004246,"황달, 운동 시 호흡곤란, 빈혈, 어지러움, 피부궤양, 담석, 피로감, 창백, 비장비대","SS000857,SS000892,SS000654,SS000737,SS000848,SS000390,SS000723,SS000833,SS000405","미세혈관병용혈빈혈, 약물 유발성 자가면역성 용혈성 빈혈, 자가면역용혈질환","31792,31790,31789",,용혈성 빈혈
33389,원발부위 불명암(Cancer of Unknown Primary Site),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33389,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003821,"흉수, 림프 부종, 뼈의 통증, 복수","SS000914,SS000635,SS000656,SS000403","폐암, 직장암, 췌장암, 간세포암, 대장암, 위암","30468,30466,32077,30463,30461,30467","종양내과, 
																방사선종양학과, 
																암병원","미상암,불명암,원발불명암"
32451,원발성 중추신경계 림프종(Primary CNS lymphoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32451,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004050,"뇌전증 발작, 의식 변화, 시력 감소, 구토, 두통","SS000591,SS000319,SS000204,SS000386,SS000284","림프종, 호지킨 림프종, 비호지킨 림프종","30904,30471,30458","종양내과, 
																혈액내과, 
																소아청소년종양혈액과",중추신경계림프종
32856,위 유암종(Gastric Carcinoid Tumor),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32856,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003559,"빈혈, 복부 통증, 소화불량, 구토, 위장관 출혈","SS000654,SS000398,SS000407,SS000386,SS000421","위선종, 직장 유암종, 카르시노이드 증후군","31686,32853,32189",소화기내과,
32617,위말트 림프종 (Gastric MALT lymphoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32617,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004616,"복부 통증, 위장관 출혈, 무증상, 식욕부진, 체중감소","SS000398,SS000421,SS000077,SS000103,SS000712","조기 위암, 진행성 위암, 위암","31683,31669,30467","소화기내과, 
																종양내과, 
																위암센터, 
																암병원","MALToma,위몰트림프종"
30467,위암(Stomach cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30467,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004660,"구토, 소화불량, 복부팽만감, 빈혈, 토혈, 식욕부진, 흑색변, 혈변, 체중감소, 복부 통증, 복부 불편감","SS000386,SS000407,SS000402,SS000654,SS000432,SS000103,SS000540,SS000538,SS000712,SS000398,SS000396","만성 위염, 헬리코박터균 감염, 덤핑 증후군, 진행성 위암, 위궤양, 위염, 조기 위암","31402,32100,32105,31669,31621,31330,31683","소화기내과, 
																종양내과, 
																방사선종양학과, 
																위장관외과, 
																암병원","Gastric cancer,Malignant neoplasm of stomach,cancer of the stomach,위 악성종양,위선암,위선암종,위암종"
31366,위장관 기질 종양(Stomach GIST),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31366,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004227,"항문 통증, 열, 복부 통증, 오심, 혈변, 덩어리가 만져짐, 구토, 변비, 토혈, 빈혈","SS000534,SS000684,SS000398,SS000416,SS000538,SS000438,SS000386,SS000525,SS000432,SS000654","복막염, 변비, 위궤양, 진행성 위암, 위암, 조기 위암, 만성 위염, 위염","31913,31900,31621,31669,30467,31683,31402,31330","소화기내과, 
																종양내과, 
																위장관외과","위장관 간질 종양,기스트,GIST,위장관 기질적 종양"
33628,유방 파제트병 (Pagets disease of the Breast),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=33628,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003871,"소양감, 궤양, 환부의 분비물, 덩어리가 만져짐, 반점, 습진","SS000820,SS000789,SS000155,SS000438,SS000806,SS000822","유방암, 유방통, 유방 농양, 유방의 엽상 종양, 유방의 유선관 내 유두종, 유방의 섬유선종, 유방 상피내암, 유방 종양","30472,31936,32246,32247,32252,32249,33483,32248","방사선종양학과, 
																유방외과","유방파젯병,유방파젯트병"
30472,유방암(Breast cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30472,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004109,"유방의 멍울, 환부의 분비물, 겨드랑이 멍울, 유방 통증","SS000547,SS000155,SS000541,SS000545","유방통, 유방의 유선관 내 유두종, 유방의 섬유선종, 유방 종양, 유방의 엽상 종양, 유방의 미세석회화","31936,32252,32249,32248,32247,32279","종양내과, 
																방사선종양학과, 
																성형외과, 
																재활의학과, 
																유방외과","Breast Cancer,Breast tumor,유방 악성신생물,유방종"
32455,유잉육종(Ewing sarcoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32455,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004592,"열, 덩어리가 만져짐, 환부 통증, 열감","SS000684,SS000438,SS000730,SS000685",골육종,31706,"종양내과, 
																소아청소년종양혈액과",
31791,유전구형적혈구증(Hereditary spherocytosis),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31791,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004384,"빈혈, 간비대, 비장비대, 황달","SS000654,SS000384,SS000405,SS000857","자가면역용혈질환, 미세혈관병용혈빈혈, 용혈빈혈, 약물 유발성 자가면역성 용혈성 빈혈, 거대적혈모구빈혈","31789,31792,31048,31790,31044",혈액내과,"가족성 용혈성 빈혈,유전성 구상적혈구증"
30473,육종(Sarcoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30473,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003902,"관절 운동성 감소, 사지 부종, 덩어리가 만져짐, 뼈의 통증, 뼈의 변형","SS000738,SS000771,SS000438,SS000656,SS000739","카포시 육종, 유잉육종, 골육종, 횡문근육종","32120,32455,31706,31710","종양내과, 
																방사선종양학과, 
																성형외과, 
																정형외과","악성골종양,연부조직육종"
31040,응고 장애(Disorders of coagulation),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31040,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004175,"빈혈, 출혈 경향성","SS000654,SS000716","혈우병, 폰빌레브란트병, 파종혈관내응고","32367,32458,31795",,
32448,이식편대숙주질환(Graft-versus-host reaction or disease(GVHD)),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32448,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003648,"발진, 구토, 면역기능 이상, 복부 통증, 황달, 설사","SS000810,SS000386,SS000640,SS000398,SS000857,SS000527","랑거한스세포 조직구증식증, 조혈모세포 이식, 가족성 적혈구잠식성 림프조직구증, 골수로성 빈혈, 재생불량빈혈, 만성림프구백혈병, 급성골수성백혈병, 급성림프모구백혈병, 조직구증식증후군, 백혈병, 만성골수백혈병","32457,32454,32366,31787,31786,31780,31779,31778,31108,30895,31781",혈액내과,"골수이식 거부반응,이식 후 거부반응"
32131,자가면역 질환(autoimmune diseasse),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32131,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003586,"체모감소, 식욕증가, 열, 체중감소, 체중증가, 감각 이상, 식욕부진, 우울, 소화불량, 기억장애, 피로감","SS000835,SS000104,SS000684,SS000712,SS000713,SS000593,SS000103,SS000114,SS000407,SS000269,SS000723","전신 홍반성 낭창, 류마티스 관절염, 약물 유발성 자가면역성 용혈성 빈혈, 자가면역용혈질환, 자가면역성 간염","30802,30822,31790,31789,31676","내분비내과, 
																소화기내과, 
																신장내과, 
																호흡기내과, 
																피부과, 
																류마티스내과, 
																알레르기내과",
31789,자가면역용혈질환(Autoimmune hemolytic disease),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31789,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004478,"황달, 기운없음, 열, 복부 통증, 비장비대, 창백, 식욕부진, 진한 소변색, 간비대, 보챔","SS000857,SS000621,SS000684,SS000398,SS000405,SS000833,SS000103,SS000033,SS000384,SS000653","소적혈구빈혈, 거대적혈모구빈혈, 용혈빈혈, 철결핍빈혈, 재생불량빈혈, 골수로성 빈혈, 약물 유발성 자가면역성 용혈성 빈혈, 미세혈관병용혈빈혈, 발작성야간혈색뇨, 지중해빈혈, 상기도 감염","31043,31044,31048,31629,31786,31787,31790,31792,31793,31794,31816",혈액내과,"자가면역성 용혈성 병,자가면역성 용혈성 질환"
31821,자궁 상피 내 암종(Carcinoma in situ of Cervix),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31821,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004354,"복부 통증, 배변장애, 요통, 변비, 혈뇨, 비정상적 질출혈, 악취, 배뇨장애, 비정상적 질 분비물, 골반 통증, 생식기 출혈","SS000398,SS000524,SS000259,SS000525,SS000042,SS000453,SS000492,SS000010,SS000452,SS000003,SS000459","자궁내막증, 자궁내막 용종, 자궁선근증, 자궁경부암, 자궁의 평활근종, 자궁내막 이상증식증, 자궁내막암","31828,31831,31829,31818,31822,31826,31819","산부인과, 
																암병원","Cervical intraepithelial neoplasia,자궁경부 상피내종양"
31818,자궁경부암(Cervical cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31818,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004288,"골반 통증, 생식기 출혈, 비정상적 질출혈, 비정상적 질 분비물, 변비, 요통, 악취, 배변장애, 배뇨장애, 다리 통증","SS000003,SS000459,SS000453,SS000452,SS000525,SS000259,SS000492,SS000524,SS000010,SS000234","자궁의 평활근종, 자궁선근증, 난소암, 자궁 상피 내 암종, 자궁내막 이상증식증, 자궁내막증, 난소의 양성 종양, 자궁내막 용종, 자궁내막암","31822,31829,31820,31821,31826,31828,31823,31831,31819","산부인과, 
																암병원",Malignant neoplasm of cervix
31819,자궁내막암(Endometrial cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31819,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004014,"생식기 출혈, 월경과다, 복부 통증, 골반 통증, 비정상적 질출혈, 무월경","SS000459,SS000469,SS000398,SS000003,SS000453,SS000446","자궁의 평활근종, 자궁 상피 내 암종, 난소암, 자궁경부암, 자궁내막 용종, 자궁선근증, 자궁내막증, 자궁내막 이상증식증","31822,31821,31820,31818,31831,31829,31828,31826","산부인과, 
																암병원","Malignant neoplasm of endometrium,자궁체부암"
31822,자궁의 평활근종(Leiomyoma of uterus),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31822,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004097,"생식기 출혈, 요통, 무증상, 월경과다, 불임, 비정상적 질출혈, 복부 통증, 골반 통증","SS000459,SS000259,SS000077,SS000469,SS000451,SS000453,SS000398,SS000003","원발성 월경곤란, 여성 불임, 철결핍빈혈","31938,31932,31629",산부인과,자궁근종
31786,재생불량빈혈(Aplastic anemia),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31786,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004284,"빈혈, 멍, 어지러움, 점상 출혈, 잦은 상기도 감염, 구강궤양, 운동 시 호흡곤란, 출혈 경향성, 열, 생식기 출혈, 창백, 피부 긴장도 저하, 호흡곤란, 반복되는 폐렴","SS000654,SS000798,SS000737,SS000707,SS000360,SS000554,SS000892,SS000716,SS000684,SS000459,SS000833,SS000844,SS000908,SS000871","순수적혈구무형성, 골수로성 빈혈, 판코니범혈구감소증, 골수형성이상증후군","31788,31787,32358,31046","혈액내과, 
																소아청소년종양혈액과",재생불량빈혈
30618,전립선암(Prostate cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=30618,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004128,"소변이 샘, 요관 폐쇄, 혈뇨, 소변을 볼 수 없음, 뼈 전이","SS000018,SS000023,SS000042,SS000017,SS000655","양성 전립선 비대증, 만성 전립선염","30607,32211","건강의학과, 
																종양내과, 
																방사선종양학과, 
																비뇨의학과, 
																암병원","Malignant neoplasm of prostate,전립선 암종"
32010,전이 암(Metastatic cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32010,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004501,"덩어리가 만져짐, 환부 통증, 종양부위 부종","SS000438,SS000730,SS000708","간 전이, 췌장 전이암, 전이성 신장암, 신우요관암의 전이, 연부조직 전이, 췌장암, 간세포암, 폐 전이","30475,32015,32016,32018,32020,32077,30463,32012","종양내과, 
																방사선종양학과","암 전이,전이성 암"
32016,"전이성 신장암(Kidney, cancer, metastatic)",https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32016,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004434,"두통, 호흡곤란, 고혈압, 혈뇨, 기침","SS000284,SS000908,SS000602,SS000042,SS000868","고칼슘혈증, 신세포암종","32301,30628",종양내과,전이신장암
31683,조기 위암(Early gastric cancer),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31683,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000004307,"오심, 무증상, 토혈, 소화불량, 복부 불편감","SS000416,SS000077,SS000432,SS000407,SS000396","헬리코박터균 감염, 위선종, 위궤양, 만성 위염, 위염, 위암, 진행성 위암","32100,31686,31621,31402,31330,30467,31669","소화기내과, 
																위장관외과, 
																암병원","위암 조기,초기위암"
32454,조혈모세포 이식(Stem cell transplantation),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=32454,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003590,무증상,SS000077,"림프종, 헌터 증후군, 신경모세포종, 고셔병, 판코니범혈구감소증, 부신백질이영양증, 다발성 경화증, 난소암, 생식선 및 생식 세포의 신생물, 전신 홍반성 낭창, 류마티스 관절염, 소세포성 폐암, 랑거한스세포 조직구증식증, 아밀로이드증, 백혈병, 재생불량빈혈, 다발골수종, 골수형성이상증후군","30904,32370,31037,32362,32358,32332,32005,31820,31119,30802,30822,30470,32457,31785,30895,31786,30474,31046","혈액내과, 
																소아청소년종양혈액과",
31981,지방종(Lipoma),https://www.amc.seoul.kr/asan/healthinfo/disease/diseaseDetail.do?contentId=31981,https://www.amc.seoul.kr/asan/file/imageView.do?fileId=F000000003547,"무증상, 덩어리가 만져짐, 환부 통증","SS000077,SS000438,SS000730",피부의 양성 종양,31759,"성형외과, 
																피부과",양성지방종성 신생물
